"","word","n"
"1288","solutions",8
"1289","stevens",8
"1290","stories",8
"1291","studies",8
"1292","table",8
"1293","taxpayers",8
"1294","tip",8
"1295","tony",8
"1296","total",8
"1297","trains",8
"1298","travel",8
"1299","treatment",8
"1300","trickle",8
"1301","trumps",8
"1302","tweeting",8
"1303","wall",8
"1304","walter",8
"1305","wh",8
"1306","whilst",8
"1307","wins",8
"1308","wouldn",8
"1309","xo",8
"1310","yr",8
"1311","yule",8
"1312","zealand",8
"1313","12pm",7
"1314","30am",7
"1315","8am",7
"1316","absolute",7
"1317","action",7
"1318","active",7
"1319","administration",7
"1320","aid",7
"1321","aka",7
"1322","alex",7
"1323","anthony",7
"1324","apologize",7
"1325","army",7
"1326","arrive",7
"1327","attractive",7
"1328","average",7
"1329","award",7
"1330","background",7
"1331","bbc",7
"1332","bear",7
"1333","beats",7
"1334","bed",7
"1335","beer",7
"1336","bigger",7
"1337","billionaires",7
"1338","bitches",7
"1339","blah",7
"1340","blast",7
"1341","block",7
"1342","bondage",7
"1343","bottle",7
"1344","bowl",7
"1345","brian",7
"1346","british",7
"1347","bus",7
"1348","calendar",7
"1349","caring",7
"1350","central",7
"1351","challenge",7
"1352","chamber",7
"1353","chaos",7
"1354","character",7
"1355","cheesy",7
"1356","claim",7
"1357","classes",7
"1358","clause",7
"1359","common",7
"1360","completely",7
"1361","copy",7
"1362","corporate",7
"1363","cost",7
"1364","creative",7
"1365","crossed",7
"1366","crush",7
"1367","current",7
"1368","debate",7
"1369","debbie",7
"1370","deep",7
"1371","delivering",7
"1372","director",7
"1373","disagree",7
"1374","district",7
"1375","doctors",7
"1376","drinking",7
"1377","dumb",7
"1378","effort",7
"1379","elderly",7
"1380","ensure",7
"1381","enter",7
"1382","estate",7
"1383","evil",7
"1384","exam",7
"1385","excuse",7
"1386","fail",7
"1387","feet",7
"1388","financial",7
"1389","florida",7
"1390","fm",7
"1391","foot",7
"1392","force",7
"1393","garden",7
"1394","gentlemen",7
"1395","gesture",7
"1396","gin",7
"1397","goodbye",7
"1398","goodness",7
"1399","goodwill",7
"1400","gostei",7
"1401","grandma",7
"1402","gratitude",7
"1403","grow",7
"1404","hahah",7
"1405","hahahahaha",7
"1406","halls",7
"1407","haters",7
"1408","heat",7
"1409","hiya",7
"1410","hohoho",7
"1411","honestly",7
"1412","hotel",7
"1413","hub",7
"1414","huh",7
"1415","ill",7
"1416","imagine",7
"1417","immensely",7
"1418","inyo",7
"1419","item",7
"1420","jane",7
"1421","jo",7
"1422","jumper",7
"1423","kami",7
"1424","kay",7
"1425","kick",7
"1426","lads",7
"1427","leaders",7
"1428","level",7
"1429","lies",7
"1430","listened",7
"1431","liz",7
"1432","lonely",7
"1433","losers",7
"1434","lovers",7
"1435","luncheon",7
"1436","luv",7
"1437","main",7
"1438","manchester",7
"1439","matters",7
"1440","medicare",7
"1441","mention",7
"1442","nancy",7
"1443","national",7
"1444","neil",7
"1445","notice",7
"1446","noticed",7
"1447","oil",7
"1448","ornament",7
"1449","pain",7
"1450","pals",7
"1451","panic",7
"1452","parking",7
"1453","patience",7
"1454","paycheck",7
"1455","philip",7
"1456","pie",7
"1457","politics",7
"1458","posted",7
"1459","posts",7
"1460","presence",7
"1461","pressure",7
"1462","proper",7
"1463","reach",7
"1464","recommend",7
"1465","regalo",7
"1466","regular",7
"1467","response",7
"1468","rewrapped",7
"1469","rin",7
"1470","robin",7
"1471","rocking",7
"1472","rough",7
"1473","rule",7
"1474","russia",7
"1475","sainyo",7
"1476","saving",7
"1477","schedule",7
"1478","sean",7
"1479","served",7
"1480","sessions",7
"1481","shoes",7
"1482","sisters",7
"1483","site",7
"1484","sleep",7
"1485","smiles",7
"1486","smith",7
"1487","snowflakes",7
"1488","solid",7
"1489","spanish",7
"1490","speaking",7
"1491","speedy",7
"1492","spring",7
"1493","ss",7
"1494","stage",7
"1495","station",7
"1496","strength",7
"1497","supplies",7
"1498","supported",7
"1499","swamp",7
"1500","ta",7
"1501","tags",7
"1502","talaga",7
"1503","thoughtful",7
"1504","throw",7
"1505","tie",7
"1506","tough",7
"1507","tour",7
"1508","track",7
"1509","trump's",7
"1510","una",7
"1511","uncle",7
"1512","utley",7
"1513","vp",7
"1514","wars",7
"1515","waste",7
"1516","wild",7
"1517","williams",7
"1518","worship",7
"1519","wrap",7
"1520","ya'll",7
"1521","zumba",7
"1522","30th",6
"1523","6pm",6
"1524","6th",6
"1525","9th",6
"1526","academy",6
"1527","ad",6
"1528","advanced",6
"1529","afford",6
"1530","ain",6
"1531","alam",6
"1532","amazon",6
"1533","angry",6
"1534","ann",6
"1535","apparently",6
"1536","artists",6
"1537","auguri",6
"1538","ay",6
"1539","bar",6
"1540","base",6
"1541","based",6
"1542","bastard",6
"1543","beach",6
"1544","bears",6
"1545","beginning",6
"1546","bet",6
"1547","bible",6
"1548","bike",6
"1549","bird",6
"1550","bishop",6
"1551","blame",6
"1552","bobby",6
"1553","boob",6
"1554","bow",6
"1555","boyfriend",6
"1556","brain",6
"1557","breakfast",6
"1558","breath",6
"1559","bret",6
"1560","bruh",6
"1561","budget",6
"1562","build",6
"1563","bump",6
"1564","butt",6
"1565","buying",6
"1566","campus",6
"1567","canada",6
"1568","cancelled",6
"1569","carols",6
"1570","caught",6
"1571","cc",6
"1572","celebrated",6
"1573","cell",6
"1574","chanukah",6
"1575","charged",6
"1576","cheerful",6
"1577","chef",6
"1578","childhood",6
"1579","chip",6
"1580","christians",6
"1581","churches",6
"1582","claire",6
"1583","closes",6
"1584","cole",6
"1585","column",6
"1586","comics",6
"1587","completed",6
"1588","connect",6
"1589","content",6
"1590","convedo",6
"1591","couldn",6
"1592","countries",6
"1593","craig",6
"1594","create",6
"1595","crumbs",6
"1596","dana",6
"1597","dancing",6
"1598","dare",6
"1599","dates",6
"1600","dawgs",6
"1601","dc",6
"1602","deadpool",6
"1603","del",6
"1604","deposit",6
"1605","desea",6
"1606","desire",6
"1607","destroying",6
"1608","dirty",6
"1609","doors",6
"1610","double",6
"1611","draw",6
"1612","drawing",6
"1613","drew",6
"1614","driver",6
"1615","dudes",6
"1616","easter",6
"1617","elected",6
"1618","emergency",6
"1619","emma",6
"1620","entertaining",6
"1621","episode",6
"1622","es",6
"1623","europe",6
"1624","extremely",6
"1625","fa",6
"1626","failed",6
"1627","farm",6
"1628","fear",6
"1629","finals",6
"1630","folk",6
"1631","fr",6
